bank_name,sector,prime_rate,max_rate,reporting_date
STANBIC IBTC,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-23
STANDARD CHARTERED BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,1.0,60.0,2026-01-23
STERLING BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,23.0,26.0,2026-01-23
SUNTRUST BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,27.5,35.0,2026-01-23
TATUM BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,22.0,35.0,2026-01-23
UNITED BANK FOR AFRICA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-23
UNION BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,28.5,32.0,2026-01-23
UNITY BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-23
WEMA BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30.0,38.0,2026-01-23
ZENITH BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,32.5,34.5,2026-01-23
ACCESS BANK,EDUCATION,,,2026-01-23
ALPHA MORGAN BANK,EDUCATION,25.5,32.0,2026-01-23
CITI BANK,EDUCATION,,,2026-01-23
CORONATION MERCHANT BANK,EDUCATION,19.5,23.0,2026-01-23
ECOBANK,EDUCATION,,,2026-01-23
FBN QUEST MERCHANT BANK,EDUCATION,26.75,35.0,2026-01-23
FCMB,EDUCATION,,,2026-01-23
FIDELITY BANK,EDUCATION,31.0,46.1,2026-01-23
FIRST BANK OF NIGERIA,EDUCATION,30.0,36.0,2026-01-23
FSDH MERCHANT BANK,EDUCATION,26.0,37.0,2026-01-23
GLOBUS BANK LTD,EDUCATION,,,2026-01-23
GREENWICH MERCHANT BANK,EDUCATION,31.0,33.0,2026-01-23
GUARANTY TRUST BANK,EDUCATION,,,2026-01-23
KEYSTONE BANK LTD,EDUCATION,28.0,32.0,2026-01-23
NOVA BANK,EDUCATION,30.5,36.0,2026-01-23
OPTIMUS BANK,EDUCATION,,,2026-01-23
PARALLEX BANK,EDUCATION,28.5,35.0,2026-01-23
POLARIS BANK,EDUCATION,30.0,32.5,2026-01-23
PREMIUM TRUST BANK,EDUCATION,29.0,37.0,2026-01-23
PROVIDUS BANK,EDUCATION,28.0,35.0,2026-01-23
RAND MERCHANT BANK NIG. LTD,EDUCATION,27.0,35.0,2026-01-23
SIGNATURE BANK,EDUCATION,,,2026-01-23
STANBIC IBTC,EDUCATION,,,2026-01-23
STANDARD CHARTERED BANK,EDUCATION,1.0,39.6,2026-01-23
STERLING BANK,EDUCATION,23.0,26.0,2026-01-23
SUNTRUST BANK,EDUCATION,27.5,35.0,2026-01-23
TATUM BANK,EDUCATION,22.0,22.0,2026-01-23
UNITED BANK FOR AFRICA,EDUCATION,,,2026-01-23
UNION BANK,EDUCATION,28.5,32.0,2026-01-23
UNITY BANK,EDUCATION,28.0,28.0,2026-01-23
WEMA BANK,EDUCATION,30.0,38.0,2026-01-23
ZENITH BANK,EDUCATION,32.5,34.5,2026-01-23
ACCESS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-23
ALPHA MORGAN BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,25.5,32.0,2026-01-23
CITI BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-23
CORONATION MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,19.5,23.0,2026-01-23
ECOBANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-23
FBN QUEST MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.75,35.0,2026-01-23
FCMB,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-23
FIDELITY BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,31.0,46.1,2026-01-23
FIRST BANK OF NIGERIA,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,36.0,2026-01-23
FSDH MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.0,36.0,2026-01-23
GLOBUS BANK LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.0,33.0,2026-01-23
GREENWICH MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,31.0,33.0,2026-01-23
GUARANTY TRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-23
KEYSTONE BANK LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,32.0,32.0,2026-01-23
NOVA BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.5,36.0,2026-01-23
OPTIMUS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-23
PARALLEX BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.5,35.0,2026-01-23
POLARIS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,32.5,2026-01-23
PREMIUM TRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,29.0,36.0,2026-01-23
PROVIDUS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.0,33.0,2026-01-23
RAND MERCHANT BANK NIG. LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,27.0,35.0,2026-01-23
SIGNATURE BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-23
STANBIC IBTC,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-23
STANDARD CHARTERED BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,1.0,60.0,2026-01-23
STERLING BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,23.0,26.0,2026-01-23
SUNTRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,27.5,35.0,2026-01-23
TATUM BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-23
UNITED BANK FOR AFRICA,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-23
UNION BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.5,32.0,2026-01-23
UNITY BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.75,31.0,2026-01-23
WEMA BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,38.0,2026-01-23
ZENITH BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,32.5,34.5,2026-01-23
ACCESS BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
ALPHA MORGAN BANK,"ARTS, ENTERTAINMENT AND RECREATION",25.5,32.0,2026-01-23
CITI BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
CORONATION MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
ECOBANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
FBN QUEST MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
FCMB,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
FIDELITY BANK,"ARTS, ENTERTAINMENT AND RECREATION",31.0,46.1,2026-01-23
FIRST BANK OF NIGERIA,"ARTS, ENTERTAINMENT AND RECREATION",30.0,36.0,2026-01-23
FSDH MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",26.0,32.0,2026-01-23
GLOBUS BANK LTD,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
GREENWICH MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",31.0,33.0,2026-01-23
GUARANTY TRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
KEYSTONE BANK LTD,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
NOVA BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.5,36.0,2026-01-23
OPTIMUS BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
PARALLEX BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.5,35.0,2026-01-23
POLARIS BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.0,32.5,2026-01-23
PREMIUM TRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",29.0,36.0,2026-01-23
PROVIDUS BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.0,35.0,2026-01-23
RAND MERCHANT BANK NIG. LTD,"ARTS, ENTERTAINMENT AND RECREATION",27.0,35.0,2026-01-23
SIGNATURE BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
STANBIC IBTC,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
STANDARD CHARTERED BANK,"ARTS, ENTERTAINMENT AND RECREATION",1.0,48.0,2026-01-23
STERLING BANK,"ARTS, ENTERTAINMENT AND RECREATION",23.0,26.0,2026-01-23
SUNTRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",27.5,35.0,2026-01-23
TATUM BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
UNITED BANK FOR AFRICA,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
UNION BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.5,32.0,2026-01-23
UNITY BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-23
WEMA BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.0,38.0,2026-01-23
ZENITH BANK,"ARTS, ENTERTAINMENT AND RECREATION",32.5,34.5,2026-01-23
ACCESS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
ALPHA MORGAN BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
CITI BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
CORONATION MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,19.5,23.0,2026-01-23
ECOBANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
FBN QUEST MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
FCMB,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
FIDELITY BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,31.0,,2026-01-23
FIRST BANK OF NIGERIA,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.0,36.0,2026-01-23
FSDH MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
GLOBUS BANK LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
GREENWICH MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,31.0,33.0,2026-01-23
GUARANTY TRUST BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
KEYSTONE BANK LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
NOVA BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.5,36.0,2026-01-23
OPTIMUS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
PARALLEX BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,28.5,35.0,2026-01-23
POLARIS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.0,32.5,2026-01-23
PREMIUM TRUST BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
PROVIDUS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,28.0,,2026-01-23
RAND MERCHANT BANK NIG. LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,27.0,35.0,2026-01-23
SIGNATURE BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
STANBIC IBTC,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
STANDARD CHARTERED BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,26.5,39.6,2026-01-23
STERLING BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,23.0,26.0,2026-01-23
SUNTRUST BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,27.5,35.0,2026-01-23
TATUM BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
UNITED BANK FOR AFRICA,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
UNION BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,28.5,32.0,2026-01-23
UNITY BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
WEMA BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.0,38.0,2026-01-23
ZENITH BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-23
ACCESS BANK,POWER AND ENERGY,,,2026-01-23
ALPHA MORGAN BANK,POWER AND ENERGY,25.5,30.0,2026-01-23
CITI BANK,POWER AND ENERGY,,,2026-01-23
CORONATION MERCHANT BANK,POWER AND ENERGY,19.5,23.0,2026-01-23
ECOBANK,POWER AND ENERGY,,,2026-01-23
FBN QUEST MERCHANT BANK,POWER AND ENERGY,26.75,26.75,2026-01-23
FCMB,POWER AND ENERGY,,,2026-01-23
FIDELITY BANK,POWER AND ENERGY,28.0,31.0,2026-01-23
FIRST BANK OF NIGERIA,POWER AND ENERGY,30.0,36.0,2026-01-23
FSDH MERCHANT BANK,POWER AND ENERGY,26.0,32.0,2026-01-23
GLOBUS BANK LTD,POWER AND ENERGY,28.5,28.5,2026-01-23
GREENWICH MERCHANT BANK,POWER AND ENERGY,31.0,33.0,2026-01-23
GUARANTY TRUST BANK,POWER AND ENERGY,,,2026-01-23
KEYSTONE BANK LTD,POWER AND ENERGY,12.0,28.0,2026-01-23
NOVA BANK,POWER AND ENERGY,30.5,36.0,2026-01-23
OPTIMUS BANK,POWER AND ENERGY,30.0,20.0,2026-01-23
PARALLEX BANK,POWER AND ENERGY,28.5,35.0,2026-01-23
POLARIS BANK,POWER AND ENERGY,30.0,32.5,2026-01-23
PREMIUM TRUST BANK,POWER AND ENERGY,29.0,36.0,2026-01-23
PROVIDUS BANK,POWER AND ENERGY,28.0,30.0,2026-01-23
RAND MERCHANT BANK NIG. LTD,POWER AND ENERGY,27.0,35.0,2026-01-23
SIGNATURE BANK,POWER AND ENERGY,,,2026-01-23
STANBIC IBTC,POWER AND ENERGY,,,2026-01-23
STANDARD CHARTERED BANK,POWER AND ENERGY,1.0,48.0,2026-01-23
STERLING BANK,POWER AND ENERGY,23.0,26.0,2026-01-23
SUNTRUST BANK,POWER AND ENERGY,27.5,35.0,2026-01-23
TATUM BANK,POWER AND ENERGY,,,2026-01-23
UNITED BANK FOR AFRICA,POWER AND ENERGY,,,2026-01-23
UNION BANK,POWER AND ENERGY,28.5,32.0,2026-01-23
UNITY BANK,POWER AND ENERGY,14.0,27.75,2026-01-23
WEMA BANK,POWER AND ENERGY,30.0,38.0,2026-01-23
ZENITH BANK,POWER AND ENERGY,32.5,34.5,2026-01-23
ACCESS BANK,CAPITAL MARKET,,,2026-01-23
ALPHA MORGAN BANK,CAPITAL MARKET,,,2026-01-23
CITI BANK,CAPITAL MARKET,,,2026-01-23
CORONATION MERCHANT BANK,CAPITAL MARKET,19.5,23.0,2026-01-23
ECOBANK,CAPITAL MARKET,,,2026-01-23
FBN QUEST MERCHANT BANK,CAPITAL MARKET,,,2026-01-23
FCMB,CAPITAL MARKET,,,2026-01-23
FIDELITY BANK,CAPITAL MARKET,31.0,,2026-01-23
FIRST BANK OF NIGERIA,CAPITAL MARKET,30.0,36.0,2026-01-23
FSDH MERCHANT BANK,CAPITAL MARKET,,,2026-01-23
GLOBUS BANK LTD,CAPITAL MARKET,,,2026-01-23
GREENWICH MERCHANT BANK,CAPITAL MARKET,31.0,33.0,2026-01-23
GUARANTY TRUST BANK,CAPITAL MARKET,,,2026-01-23
KEYSTONE BANK LTD,CAPITAL MARKET,,,2026-01-23
NOVA BANK,CAPITAL MARKET,30.5,36.0,2026-01-23
OPTIMUS BANK,CAPITAL MARKET,30.0,20.0,2026-01-23
PARALLEX BANK,CAPITAL MARKET,28.5,35.0,2026-01-23
POLARIS BANK,CAPITAL MARKET,30.0,32.5,2026-01-23
PREMIUM TRUST BANK,CAPITAL MARKET,,,2026-01-23
PROVIDUS BANK,CAPITAL MARKET,28.0,,2026-01-23
RAND MERCHANT BANK NIG. LTD,CAPITAL MARKET,27.0,35.0,2026-01-23
SIGNATURE BANK,CAPITAL MARKET,,,2026-01-23
STANBIC IBTC,CAPITAL MARKET,,,2026-01-23
STANDARD CHARTERED BANK,CAPITAL MARKET,1.0,48.0,2026-01-23
STERLING BANK,CAPITAL MARKET,23.0,26.0,2026-01-23
SUNTRUST BANK,CAPITAL MARKET,27.5,35.0,2026-01-23
TATUM BANK,CAPITAL MARKET,,,2026-01-23
UNITED BANK FOR AFRICA,CAPITAL MARKET,,,2026-01-23
UNION BANK,CAPITAL MARKET,28.5,32.0,2026-01-23
UNITY BANK,CAPITAL MARKET,,,2026-01-23
WEMA BANK,CAPITAL MARKET,30.0,38.0,2026-01-23
ZENITH BANK,CAPITAL MARKET,32.5,34.5,2026-01-23
ACCESS BANK,OIL & GAS,,,2026-01-23
ALPHA MORGAN BANK,OIL & GAS,25.5,32.0,2026-01-23
CITI BANK,OIL & GAS,28.0,32.0,2026-01-23
CORONATION MERCHANT BANK,OIL & GAS,19.5,23.0,2026-01-23
ECOBANK,OIL & GAS,11.47,34.0,2026-01-23
FBN QUEST MERCHANT BANK,OIL & GAS,26.75,35.0,2026-01-23
FCMB,OIL & GAS,11.53,33.0,2026-01-23
FIDELITY BANK,OIL & GAS,31.0,46.1,2026-01-23
FIRST BANK OF NIGERIA,OIL & GAS,30.0,36.0,2026-01-23
FSDH MERCHANT BANK,OIL & GAS,26.0,36.0,2026-01-23
GLOBUS BANK LTD,OIL & GAS,25.0,34.0,2026-01-23
GREENWICH MERCHANT BANK,OIL & GAS,31.0,33.0,2026-01-23
GUARANTY TRUST BANK,OIL & GAS,,,2026-01-23
KEYSTONE BANK LTD,OIL & GAS,7.34,32.0,2026-01-23
NOVA BANK,OIL & GAS,30.5,36.0,2026-01-23
OPTIMUS BANK,OIL & GAS,30.0,19.52,2026-01-23
PARALLEX BANK,OIL & GAS,28.5,35.0,2026-01-23
POLARIS BANK,OIL & GAS,30.0,32.5,2026-01-23
PREMIUM TRUST BANK,OIL & GAS,29.0,36.0,2026-01-23
PROVIDUS BANK,OIL & GAS,28.0,34.0,2026-01-23
RAND MERCHANT BANK NIG. LTD,OIL & GAS,27.0,35.0,2026-01-23
SIGNATURE BANK,OIL & GAS,27.0,27.0,2026-01-23
STANBIC IBTC,OIL & GAS,32.0,36.0,2026-01-23
STANDARD CHARTERED BANK,OIL & GAS,8.0,48.0,2026-01-23
STERLING BANK,OIL & GAS,23.0,26.0,2026-01-23
SUNTRUST BANK,OIL & GAS,27.5,35.0,2026-01-23
TATUM BANK,OIL & GAS,22.0,32.5,2026-01-23
UNITED BANK FOR AFRICA,OIL & GAS,,,2026-01-23
UNION BANK,OIL & GAS,28.5,32.0,2026-01-23
UNITY BANK,OIL & GAS,29.25,37.0,2026-01-23
WEMA BANK,OIL & GAS,30.0,38.0,2026-01-23
ZENITH BANK,OIL & GAS,32.5,33.5,2026-01-23
ACCESS BANK,"AGRICULTURE, FORESTRY AND FISHING",,,2026-01-30
ALPHA MORGAN BANK,"AGRICULTURE, FORESTRY AND FISHING",25.5,32.0,2026-01-30
CITI BANK,"AGRICULTURE, FORESTRY AND FISHING",,,2026-01-30
CORONATION MERCHANT BANK,"AGRICULTURE, FORESTRY AND FISHING",19.5,23.0,2026-01-30
ECOBANK,"AGRICULTURE, FORESTRY AND FISHING",24.0,24.0,2026-01-30
FBN QUEST MERCHANT BANK,"AGRICULTURE, FORESTRY AND FISHING",26.75,35.0,2026-01-30
FCMB,"AGRICULTURE, FORESTRY AND FISHING",23.0,23.0,2026-01-30
FIDELITY BANK,"AGRICULTURE, FORESTRY AND FISHING",31.0,46.1,2026-01-30
FIRST BANK OF NIGERIA,"AGRICULTURE, FORESTRY AND FISHING",30.0,36.0,2026-01-30
FSDH MERCHANT BANK,"AGRICULTURE, FORESTRY AND FISHING",26.0,36.0,2026-01-30
GLOBUS BANK LTD,"AGRICULTURE, FORESTRY AND FISHING",26.0,30.0,2026-01-30
GREENWICH MERCHANT BANK,"AGRICULTURE, FORESTRY AND FISHING",31.0,33.0,2026-01-30
GUARANTY TRUST BANK,"AGRICULTURE, FORESTRY AND FISHING",27.0,30.0,2026-01-30
KEYSTONE BANK LTD,"AGRICULTURE, FORESTRY AND FISHING",19.0,29.0,2026-01-30
NOVA BANK,"AGRICULTURE, FORESTRY AND FISHING",30.5,36.0,2026-01-30
OPTIMUS BANK,"AGRICULTURE, FORESTRY AND FISHING",30.0,33.56,2026-01-30
PARALLEX BANK,"AGRICULTURE, FORESTRY AND FISHING",28.5,35.0,2026-01-30
POLARIS BANK,"AGRICULTURE, FORESTRY AND FISHING",30.0,32.5,2026-01-30
PREMIUM TRUST BANK,"AGRICULTURE, FORESTRY AND FISHING",29.0,36.0,2026-01-30
PROVIDUS BANK,"AGRICULTURE, FORESTRY AND FISHING",28.0,33.0,2026-01-30
RAND MERCHANT BANK NIG. LTD,"AGRICULTURE, FORESTRY AND FISHING",27.0,35.0,2026-01-30
SIGNATURE BANK,"AGRICULTURE, FORESTRY AND FISHING",21.5,22.0,2026-01-30
STANBIC IBTC,"AGRICULTURE, FORESTRY AND FISHING",,,2026-01-30
STANDARD CHARTERED BANK,"AGRICULTURE, FORESTRY AND FISHING",1.0,48.0,2026-01-30
STERLING BANK,"AGRICULTURE, FORESTRY AND FISHING",23.0,26.0,2026-01-30
SUNTRUST BANK,"AGRICULTURE, FORESTRY AND FISHING",27.5,35.0,2026-01-30
TATUM BANK,"AGRICULTURE, FORESTRY AND FISHING",22.0,34.0,2026-01-30
UNITED BANK FOR AFRICA,"AGRICULTURE, FORESTRY AND FISHING",,,2026-01-30
UNION BANK,"AGRICULTURE, FORESTRY AND FISHING",28.5,32.0,2026-01-30
UNITY BANK,"AGRICULTURE, FORESTRY AND FISHING",24.0,34.0,2026-01-30
WEMA BANK,"AGRICULTURE, FORESTRY AND FISHING",9.0,38.0,2026-01-30
ZENITH BANK,"AGRICULTURE, FORESTRY AND FISHING",32.5,30.5,2026-01-30
ACCESS BANK,MINING & QUARRYING,,,2026-01-30
ALPHA MORGAN BANK,MINING & QUARRYING,,,2026-01-30
CITI BANK,MINING & QUARRYING,,,2026-01-30
CORONATION MERCHANT BANK,MINING & QUARRYING,19.5,23.0,2026-01-30
ECOBANK,MINING & QUARRYING,9.0,9.0,2026-01-30
FBN QUEST MERCHANT BANK,MINING & QUARRYING,26.75,26.75,2026-01-30
FCMB,MINING & QUARRYING,9.0,9.0,2026-01-30
FIDELITY BANK,MINING & QUARRYING,31.0,,2026-01-30
FIRST BANK OF NIGERIA,MINING & QUARRYING,30.0,36.0,2026-01-30
FSDH MERCHANT BANK,MINING & QUARRYING,,,2026-01-30
GLOBUS BANK LTD,MINING & QUARRYING,,,2026-01-30
GREENWICH MERCHANT BANK,MINING & QUARRYING,31.0,33.0,2026-01-30
GUARANTY TRUST BANK,MINING & QUARRYING,,,2026-01-30
KEYSTONE BANK LTD,MINING & QUARRYING,,,2026-01-30
NOVA BANK,MINING & QUARRYING,30.5,36.0,2026-01-30
OPTIMUS BANK,MINING & QUARRYING,,,2026-01-30
PARALLEX BANK,MINING & QUARRYING,28.5,35.0,2026-01-30
POLARIS BANK,MINING & QUARRYING,30.0,32.5,2026-01-30
PREMIUM TRUST BANK,MINING & QUARRYING,29.0,35.0,2026-01-30
PROVIDUS BANK,MINING & QUARRYING,28.0,,2026-01-30
RAND MERCHANT BANK NIG. LTD,MINING & QUARRYING,27.0,35.0,2026-01-30
SIGNATURE BANK,MINING & QUARRYING,,,2026-01-30
STANBIC IBTC,MINING & QUARRYING,,,2026-01-30
STANDARD CHARTERED BANK,MINING & QUARRYING,,,2026-01-30
STERLING BANK,MINING & QUARRYING,23.0,26.0,2026-01-30
SUNTRUST BANK,MINING & QUARRYING,27.5,35.0,2026-01-30
TATUM BANK,MINING & QUARRYING,,,2026-01-30
UNITED BANK FOR AFRICA,MINING & QUARRYING,,,2026-01-30
UNION BANK,MINING & QUARRYING,28.5,32.0,2026-01-30
UNITY BANK,MINING & QUARRYING,,,2026-01-30
WEMA BANK,MINING & QUARRYING,30.0,38.0,2026-01-30
ZENITH BANK,MINING & QUARRYING,32.5,34.5,2026-01-30
ACCESS BANK,MANUFACTURING,,,2026-01-30
ALPHA MORGAN BANK,MANUFACTURING,25.5,32.0,2026-01-30
CITI BANK,MANUFACTURING,28.0,32.0,2026-01-30
CORONATION MERCHANT BANK,MANUFACTURING,19.5,23.0,2026-01-30
ECOBANK,MANUFACTURING,9.0,35.0,2026-01-30
FBN QUEST MERCHANT BANK,MANUFACTURING,26.75,35.0,2026-01-30
FCMB,MANUFACTURING,7.0,33.0,2026-01-30
FIDELITY BANK,MANUFACTURING,31.0,46.1,2026-01-30
FIRST BANK OF NIGERIA,MANUFACTURING,30.0,36.0,2026-01-30
FSDH MERCHANT BANK,MANUFACTURING,26.0,36.0,2026-01-30
GLOBUS BANK LTD,MANUFACTURING,25.0,29.0,2026-01-30
GREENWICH MERCHANT BANK,MANUFACTURING,31.0,33.0,2026-01-30
GUARANTY TRUST BANK,MANUFACTURING,27.0,30.0,2026-01-30
KEYSTONE BANK LTD,MANUFACTURING,10.0,32.0,2026-01-30
NOVA BANK,MANUFACTURING,30.5,36.0,2026-01-30
OPTIMUS BANK,MANUFACTURING,30.0,18.09,2026-01-30
PARALLEX BANK,MANUFACTURING,28.5,35.0,2026-01-30
POLARIS BANK,MANUFACTURING,30.0,32.5,2026-01-30
PREMIUM TRUST BANK,MANUFACTURING,29.0,36.0,2026-01-30
PROVIDUS BANK,MANUFACTURING,28.0,35.0,2026-01-30
RAND MERCHANT BANK NIG. LTD,MANUFACTURING,27.0,35.0,2026-01-30
SIGNATURE BANK,MANUFACTURING,21.0,23.0,2026-01-30
STANBIC IBTC,MANUFACTURING,32.0,36.0,2026-01-30
STANDARD CHARTERED BANK,MANUFACTURING,1.0,60.0,2026-01-30
STERLING BANK,MANUFACTURING,23.0,26.0,2026-01-30
SUNTRUST BANK,MANUFACTURING,27.5,35.0,2026-01-30
TATUM BANK,MANUFACTURING,22.0,36.0,2026-01-30
UNITED BANK FOR AFRICA,MANUFACTURING,,,2026-01-30
UNION BANK,MANUFACTURING,28.5,32.0,2026-01-30
UNITY BANK,MANUFACTURING,30.0,37.0,2026-01-30
WEMA BANK,MANUFACTURING,30.0,38.0,2026-01-30
ZENITH BANK,MANUFACTURING,32.5,33.5,2026-01-30
ACCESS BANK,REAL ESTATE ACTIVITIES,,,2026-01-30
